restaurant_name,city,cuisines,avg_cost_for_two,price_range,rating,votes,online_delivery,table_booking,city_clean,state_clean,population,city_tier
Haldiram's,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",550,2,3.7,262,No,No,delhi,delhi,9879172.0,Tier 1
Kake Di Hatti,New Delhi,North Indian,400,1,3.5,364,No,No,delhi,delhi,9879172.0,Tier 1
Akash Deep,New Delhi,"North Indian, South Indian, Chinese, Fast Food",600,2,2.8,28,No,No,delhi,delhi,9879172.0,Tier 1
Al Saad Foods,New Delhi,"North Indian, Fast Food",400,1,3.2,12,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Coffee Day,New Delhi,Cafe,450,1,2.8,22,No,No,delhi,delhi,9879172.0,Tier 1
Chandrika,New Delhi,North Indian,400,1,2.9,6,No,No,delhi,delhi,9879172.0,Tier 1
Dawat-E-Chaman,New Delhi,"North Indian, Mughlai",400,1,3.4,45,No,No,delhi,delhi,9879172.0,Tier 1
Kallu Nihari,New Delhi,Mughlai,150,1,3.0,6,No,No,delhi,delhi,9879172.0,Tier 1
King Bikaneri,New Delhi,"North Indian, Chinese, Fast Food, South Indian",400,1,2.9,6,No,No,delhi,delhi,9879172.0,Tier 1
Manchanda Bakery,New Delhi,"Bakery, Fast Food",200,1,3.1,8,No,No,delhi,delhi,9879172.0,Tier 1
McDonald's,New Delhi,"Fast Food, Burger",500,2,2.8,23,Yes,No,delhi,delhi,9879172.0,Tier 1
Mehta Restaurant,New Delhi,"Street Food, Mithai",150,1,3.2,6,No,No,delhi,delhi,9879172.0,Tier 1
Shree Jee Rasoi,New Delhi,"North Indian, Chinese",500,2,3.0,33,Yes,No,delhi,delhi,9879172.0,Tier 1
Taj Snacks,New Delhi,South Indian,200,1,3.0,5,No,No,delhi,delhi,9879172.0,Tier 1
Zaika,New Delhi,"North Indian, Chinese, Mughlai",600,2,3.4,159,No,No,delhi,delhi,9879172.0,Tier 1
Bagli's Kitchen,New Delhi,Parsi,500,2,3.7,85,No,No,delhi,delhi,9879172.0,Tier 1
Bhaja Govindam,New Delhi,"North Indian, South Indian",700,2,3.8,189,No,Yes,delhi,delhi,9879172.0,Tier 1
Changezi Chicken,New Delhi,"North Indian, Mughlai",500,2,3.7,519,Yes,No,delhi,delhi,9879172.0,Tier 1
Dilli Gate,New Delhi,"North Indian, Chinese, Mughlai",500,2,3.5,26,No,No,delhi,delhi,9879172.0,Tier 1
Jahangeer Foods,New Delhi,"North Indian, Mughlai",600,2,3.8,124,No,No,delhi,delhi,9879172.0,Tier 1
Moti Mahal,New Delhi,"North Indian, Chinese",1100,3,3.6,711,No,Yes,delhi,delhi,9879172.0,Tier 1
Nandlal Ka Dhaba,New Delhi,"North Indian, Mughlai",500,2,3.6,109,No,No,delhi,delhi,9879172.0,Tier 1
Sugandh,New Delhi,North Indian,400,1,3.7,57,No,No,delhi,delhi,9879172.0,Tier 1
Suvidha Vegetarian,New Delhi,North Indian,350,1,3.6,88,No,No,delhi,delhi,9879172.0,Tier 1
Anupam Jalpan,New Delhi,North Indian,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Aunty's Kitchen,New Delhi,North Indian,100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Coffee Day,New Delhi,Cafe,450,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Delhi 6 Foods,New Delhi,North Indian,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Fry Centre,New Delhi,North Indian,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Hilal Hotel Nihari,New Delhi,Mughlai,400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Iqbal's Mughal Cuisine,New Delhi,"North Indian, Mughlai",500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Kake Di Hatti Punjabi Khana,New Delhi,North Indian,200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Kaushal Dhaba,New Delhi,North Indian,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Khan Foods,New Delhi,Mughlai,400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Kumar Sweet House,New Delhi,"Mithai, Street Food",150,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Negi Restaurant,New Delhi,North Indian,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Old Delhi Food Factory,New Delhi,Mughlai,500,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Parantha Point,New Delhi,North Indian,100,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
R.P.W Pizza,New Delhi,Pizza,300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Rajdhani Restaurant,New Delhi,North Indian,400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Roll's World,New Delhi,Fast Food,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Shree Krishna Dhaba,New Delhi,"North Indian, South Indian",100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Taj Chicken Point,New Delhi,"North Indian, Mughlai",400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,2.3,32,No,No,delhi,delhi,9879172.0,Tier 1
Delhi 6 - Royal Cuisine Of The Walled City,New Delhi,Mughlai,500,2,4.1,271,No,No,delhi,delhi,9879172.0,Tier 1
Food Hub,New Delhi,"Bakery, Fast Food",150,1,3.0,4,No,No,delhi,delhi,9879172.0,Tier 1
RR China Tawun,New Delhi,Chinese,250,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Aka Saka,New Delhi,"Chinese, Japanese",1200,3,3.3,176,No,Yes,delhi,delhi,9879172.0,Tier 1
Anil Mishtan Wala,New Delhi,"Mithai, Street Food",100,1,3.1,10,No,No,delhi,delhi,9879172.0,Tier 1
Barista,New Delhi,Cafe,650,2,3.3,73,Yes,No,delhi,delhi,9879172.0,Tier 1
Cafe 1 Fast Food,New Delhi,"Fast Food, Street Food",200,1,3.0,12,No,No,delhi,delhi,9879172.0,Tier 1
Cake Central - Premier Cake Design Studio,New Delhi,"Bakery, Desserts",300,1,3.4,13,No,No,delhi,delhi,9879172.0,Tier 1
Chawla's Tandoori Junction,New Delhi,"North Indian, Chinese, Mughlai",600,2,3.3,33,No,No,delhi,delhi,9879172.0,Tier 1
Chawnsan Chef,New Delhi,"Mughlai, North Indian, Chinese",700,2,3.4,104,Yes,No,delhi,delhi,9879172.0,Tier 1
Choco Kraft,New Delhi,"Bakery, Desserts",300,1,3.2,12,Yes,No,delhi,delhi,9879172.0,Tier 1
Colonel's Kababz,New Delhi,"North Indian, Mughlai",900,2,3.2,600,No,Yes,delhi,delhi,9879172.0,Tier 1
Confectionately Seerat's,New Delhi,"Bakery, Desserts",600,2,3.2,13,No,No,delhi,delhi,9879172.0,Tier 1
Country Curries,New Delhi,"North Indian, Bengali",700,2,2.7,8,Yes,No,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,2.5,78,No,No,delhi,delhi,9879172.0,Tier 1
Duggal's Rasoi,New Delhi,"North Indian, Mughlai",600,2,3.4,35,No,No,delhi,delhi,9879172.0,Tier 1
Firefly India,New Delhi,"Bakery, Desserts",500,2,3.4,16,No,No,delhi,delhi,9879172.0,Tier 1
Fluffles - The Fluffy Waffle Co.,New Delhi,Desserts,300,1,2.5,7,Yes,No,delhi,delhi,9879172.0,Tier 1
Giani's,New Delhi,"Ice Cream, Desserts",400,1,2.8,26,Yes,No,delhi,delhi,9879172.0,Tier 1
Giani,New Delhi,"Ice Cream, Desserts",400,1,3.3,29,Yes,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,2.7,16,No,No,delhi,delhi,9879172.0,Tier 1
Gulshan Fish & Chicken Fry,New Delhi,North Indian,450,1,3.2,14,No,No,delhi,delhi,9879172.0,Tier 1
Kitchen22,New Delhi,Fast Food,500,2,3.1,9,No,No,delhi,delhi,9879172.0,Tier 1
La Chocoallure,New Delhi,Desserts,250,1,2.9,7,No,No,delhi,delhi,9879172.0,Tier 1
Little Dragon,New Delhi,"Fast Food, Chinese",300,1,2.9,102,No,No,delhi,delhi,9879172.0,Tier 1
Maddi Sweet Centre,New Delhi,"Mithai, Street Food",150,1,3.2,22,No,No,delhi,delhi,9879172.0,Tier 1
Man Vs Food The Kitchen,New Delhi,"North Indian, Mughlai",600,2,3.1,9,Yes,No,delhi,delhi,9879172.0,Tier 1
MB's,New Delhi,"Continental, Chinese, North Indian",1600,3,3.1,128,No,Yes,delhi,delhi,9879172.0,Tier 1
Moet's Sizzlers,New Delhi,Continental,1600,3,3.0,496,No,No,delhi,delhi,9879172.0,Tier 1
Oberoi's,New Delhi,"North Indian, Mughlai",450,1,3.2,8,No,No,delhi,delhi,9879172.0,Tier 1
Punjabee's Darbar,New Delhi,"North Indian, Chinese",550,2,3.3,19,Yes,No,delhi,delhi,9879172.0,Tier 1
Qureshi's Kabab Corner,New Delhi,"North Indian, Mughlai",600,2,3.4,35,No,No,delhi,delhi,9879172.0,Tier 1
Saleem's Restaurant,New Delhi,"North Indian, Mughlai, Chinese",600,2,3.2,53,Yes,No,delhi,delhi,9879172.0,Tier 1
Suri Saab Restaurant,New Delhi,"North Indian, Chinese, Mughlai",600,2,3.0,39,Yes,No,delhi,delhi,9879172.0,Tier 1
The Sweet Boutique,New Delhi,Bakery,300,1,3.3,25,No,No,delhi,delhi,9879172.0,Tier 1
Tibb's Frankie,New Delhi,Fast Food,300,1,3.2,28,No,No,delhi,delhi,9879172.0,Tier 1
Veg Ex,New Delhi,North Indian,500,2,3.4,44,Yes,No,delhi,delhi,9879172.0,Tier 1
Zaaika Junction,New Delhi,"North Indian, Mughlai, Chinese",500,2,2.6,56,Yes,No,delhi,delhi,9879172.0,Tier 1
28 Capri Italy,New Delhi,Italian,1500,3,3.9,245,Yes,Yes,delhi,delhi,9879172.0,Tier 1
4S Chinese Restaurant,New Delhi,"Chinese, Thai",700,2,3.5,215,No,No,delhi,delhi,9879172.0,Tier 1
Amici Cafe,New Delhi,"Cafe, Italian",1200,3,3.6,386,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Angels in my Kitchen,New Delhi,"Bakery, Desserts, Fast Food",350,1,3.8,460,Yes,No,delhi,delhi,9879172.0,Tier 1
Arabian Delites,New Delhi,"Lebanese, Arabian",600,2,3.6,146,Yes,No,delhi,delhi,9879172.0,Tier 1
Baskin Robbins,New Delhi,Ice Cream,300,1,3.7,55,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Brown Sugar,New Delhi,"Cafe, Italian, Chinese",1000,3,3.7,390,Yes,No,delhi,delhi,9879172.0,Tier 1
Chakhnaa Wala,New Delhi,"Mughlai, Fast Food",400,1,3.5,15,Yes,No,delhi,delhi,9879172.0,Tier 1
Cocoberry,New Delhi,Desserts,300,1,3.6,130,Yes,No,delhi,delhi,9879172.0,Tier 1
Concept,New Delhi,"North Indian, Mughlai, Chinese",600,2,3.9,301,No,No,delhi,delhi,9879172.0,Tier 1
Deez Biryani & Kebabs,New Delhi,"Biryani, North Indian, Mughlai",800,2,3.7,338,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Def Col Social,New Delhi,"Continental, American, Asian, North Indian",1600,3,3.9,798,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Dí_ner Grill,New Delhi,"Fast Food, Turkish",900,2,3.8,192,Yes,No,delhi,delhi,9879172.0,Tier 1
Hong Kong Express,New Delhi,"Chinese, Thai",700,2,3.8,196,Yes,No,delhi,delhi,9879172.0,Tier 1
Kent's Fast Food,New Delhi,"Burger, Fast Food",500,2,3.7,766,Yes,No,delhi,delhi,9879172.0,Tier 1
Koyla Kebab,New Delhi,"North Indian, Mughlai",700,2,3.6,42,Yes,No,delhi,delhi,9879172.0,Tier 1
Meraki Cafe & Bar,New Delhi,"North Indian, Continental, Chinese, Italian",1400,3,3.6,139,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Milk Patisserie,New Delhi,"Bakery, Desserts",300,1,3.8,24,Yes,No,delhi,delhi,9879172.0,Tier 1
Moets Curry Leaf,New Delhi,"North Indian, Mughlai, Kashmiri",1500,3,3.5,208,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Moets Oh! Bao,New Delhi,"Chinese, Japanese, Thai",1200,3,3.6,99,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Moets Shack,New Delhi,"Seafood, Continental, European",1800,3,3.7,601,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Moets Stone,New Delhi,Italian,2000,4,3.8,354,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Moti Mahal Delux,New Delhi,"North Indian, Mughlai, Chinese",1000,3,3.8,130,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Nizam's Kathi Kabab,New Delhi,"North Indian, Fast Food",900,2,3.8,303,Yes,No,delhi,delhi,9879172.0,Tier 1
NYC.PIE,New Delhi,"Italian, Pizza",900,2,3.8,306,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Raro,New Delhi,"Cafe, Bakery",800,2,3.7,304,No,No,delhi,delhi,9879172.0,Tier 1
Sagar Ratna,New Delhi,"North Indian, Chinese",600,2,3.7,308,Yes,No,delhi,delhi,9879172.0,Tier 1
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,2,3.6,84,Yes,No,delhi,delhi,9879172.0,Tier 1
Swagath,New Delhi,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,3,3.9,749,No,Yes,delhi,delhi,9879172.0,Tier 1
The Jugaad Cafe Bar,New Delhi,"North Indian, Chinese, Continental",1800,3,3.8,238,No,Yes,delhi,delhi,9879172.0,Tier 1
Chicken Biryani Centre,New Delhi,Biryani,200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Ekta Restaurant,New Delhi,North Indian,200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Garam Masala,New Delhi,North Indian,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Gulati Food Corner,New Delhi,Chinese,150,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Kolkatta Kathi Roll,New Delhi,"North Indian, Fast Food",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Muradabadi Shahi Biryani & Chicken Corner,New Delhi,Mughlai,400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Rara Dragon,New Delhi,Chinese,500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Mehfil,New Delhi,"North Indian, Mughlai",600,2,2.4,35,No,No,delhi,delhi,9879172.0,Tier 1
Bonne Bouche,New Delhi,"Italian, French",1750,3,4.1,711,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Cafe Yell,New Delhi,"Cafe, Continental, Italian",1000,3,4.4,50,No,Yes,delhi,delhi,9879172.0,Tier 1
Defence Bakery,New Delhi,"Bakery, Fast Food",400,1,4.1,561,Yes,No,delhi,delhi,9879172.0,Tier 1
Desi Vibes,New Delhi,"North Indian, Mughlai",1500,3,4.0,183,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Ek Bar,New Delhi,Modern Indian,1700,3,4.1,242,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Hwealthcafe,New Delhi,"Cafe, Healthy Food, Continental",800,2,4.1,223,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Kathputli,New Delhi,Rajasthani,900,2,4.1,769,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Kulfiano,New Delhi,Ice Cream,200,1,4.0,169,Yes,No,delhi,delhi,9879172.0,Tier 1
Number 31,New Delhi,"Continental, Asian, Sushi",1600,3,4.2,63,Yes,Yes,delhi,delhi,9879172.0,Tier 1
RoadRomeo,New Delhi,"North Indian, Hyderabadi, Kashmiri, Chinese",1650,3,4.0,460,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Sagar Ratna,New Delhi,"South Indian, North Indian, Chinese",600,2,4.0,782,Yes,No,delhi,delhi,9879172.0,Tier 1
The Culinary Pitaara,New Delhi,"North Indian, Chinese",900,2,4.2,95,Yes,No,delhi,delhi,9879172.0,Tier 1
Whipped,New Delhi,"Bakery, Desserts",550,2,4.2,372,Yes,No,delhi,delhi,9879172.0,Tier 1
Milko's,New Delhi,"Street Food, Mithai",200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Mom's Bake,New Delhi,"Bakery, Fast Food",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
RV Restaurant,New Delhi,"North Indian, Chinese, South Indian",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Turning Point Fast Food,New Delhi,"South Indian, Chinese, Continental",600,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
A Vaishno Bhojnalaya,New Delhi,North Indian,100,1,3.1,29,No,No,delhi,delhi,9879172.0,Tier 1
Aim Delhi Cafe,New Delhi,Cafe,400,1,3.4,69,No,No,delhi,delhi,9879172.0,Tier 1
Apni Rasoi,New Delhi,"North Indian, Chinese",400,1,2.8,109,Yes,No,delhi,delhi,9879172.0,Tier 1
Blue Bull Cafe,New Delhi,"Cafe, North Indian, Chinese",800,2,2.8,15,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Bethak,New Delhi,"Cafe, Continental, Chinese",600,2,3.4,76,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Coffee Day,New Delhi,Cafe,450,1,3.4,46,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Coffee Day,New Delhi,Cafe,450,1,3.2,87,No,No,delhi,delhi,9879172.0,Tier 1
Chakhlo Food Court,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food",300,1,2.6,45,No,No,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,2.5,109,No,No,delhi,delhi,9879172.0,Tier 1
Frontier,New Delhi,"Bakery, Desserts",200,1,3.0,8,No,No,delhi,delhi,9879172.0,Tier 1
Good Foods,New Delhi,"North Indian, Fast Food, Chinese",300,1,3.3,35,No,No,delhi,delhi,9879172.0,Tier 1
Grain Bell Restaurant,New Delhi,"North Indian, Chinese",450,1,2.8,81,Yes,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,3.1,72,Yes,No,delhi,delhi,9879172.0,Tier 1
Grover's - The Baker Shop,New Delhi,"Bakery, Fast Food",100,1,3.0,18,No,No,delhi,delhi,9879172.0,Tier 1
Hookups Cafe & Lounge,New Delhi,"Chinese, Continental, North Indian",850,2,3.3,113,No,Yes,delhi,delhi,9879172.0,Tier 1
Jai Hind Dairy,New Delhi,Mithai,100,1,2.8,5,No,No,delhi,delhi,9879172.0,Tier 1
Kaveri,New Delhi,North Indian,300,1,3.3,51,No,No,delhi,delhi,9879172.0,Tier 1
Khushboo Vaishno Dhaba,New Delhi,North Indian,150,1,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Korea Restaurant,New Delhi,Korean,900,2,3.0,82,No,Yes,delhi,delhi,9879172.0,Tier 1
Kukkad Nukkad,New Delhi,North Indian,600,2,3.0,12,Yes,No,delhi,delhi,9879172.0,Tier 1
Metro Fast Food,New Delhi,"Chinese, Fast Food",350,1,2.6,26,Yes,No,delhi,delhi,9879172.0,Tier 1
Mughlai Flavours,New Delhi,Mughlai,300,1,3.2,17,Yes,No,delhi,delhi,9879172.0,Tier 1
Pitstop,New Delhi,"North Indian, Mughlai, Chinese",600,2,3.3,85,Yes,No,delhi,delhi,9879172.0,Tier 1
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,3,3.4,143,Yes,No,delhi,delhi,9879172.0,Tier 1
Prince Snacks & Momo's Point,New Delhi,Chinese,300,1,3.4,39,No,No,delhi,delhi,9879172.0,Tier 1
Qash Retro Bar,New Delhi,"Finger Food, North Indian, Italian",2000,4,2.7,81,No,Yes,delhi,delhi,9879172.0,Tier 1
Red Chillies,New Delhi,Fast Food,250,1,3.3,69,No,No,delhi,delhi,9879172.0,Tier 1
Samrat Bakers,New Delhi,"Bakery, Fast Food",200,1,2.6,16,No,No,delhi,delhi,9879172.0,Tier 1
Samrat Restaurant,New Delhi,"North Indian, Chinese, South Indian, Fast Food",700,2,3.4,173,No,No,delhi,delhi,9879172.0,Tier 1
Shammi Bhai Lassi Wala,New Delhi,"Chinese, Beverages",400,1,3.2,45,No,No,delhi,delhi,9879172.0,Tier 1
Shooters Lounge and Bar,New Delhi,"North Indian, Chinese",1100,3,2.7,50,No,No,delhi,delhi,9879172.0,Tier 1
Singh Ching,New Delhi,"North Indian, Chinese, Mughlai",600,2,3.4,427,Yes,No,delhi,delhi,9879172.0,Tier 1
Southy,New Delhi,South Indian,450,1,2.6,138,Yes,No,delhi,delhi,9879172.0,Tier 1
Take n Taste Shawarma Zone,New Delhi,Fast Food,100,1,3.0,14,No,No,delhi,delhi,9879172.0,Tier 1
The Night Owl,New Delhi,Chinese,450,1,2.8,51,Yes,No,delhi,delhi,9879172.0,Tier 1
Tilak's The Diners,New Delhi,"North Indian, Chinese, Fast Food",700,2,3.1,130,Yes,No,delhi,delhi,9879172.0,Tier 1
Spezia Bistro,New Delhi,"Cafe, Continental, Chinese, Italian",900,2,4.6,1071,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Cent Percent The Pastry Shop,New Delhi,"Bakery, Fast Food",250,1,3.6,258,Yes,No,delhi,delhi,9879172.0,Tier 1
For God's Cake,New Delhi,Bakery,250,1,3.9,533,Yes,No,delhi,delhi,9879172.0,Tier 1
Laxmi Ice Cream,New Delhi,"Ice Cream, Desserts",150,1,3.7,93,No,No,delhi,delhi,9879172.0,Tier 1
Mirch Masala MM Cafe,New Delhi,"North Indian, Chinese, Cafe",550,2,3.7,484,Yes,No,delhi,delhi,9879172.0,Tier 1
Moh Maya Cafe,New Delhi,"North Indian, Continental, Chinese, Italian, Lebanese",1000,3,3.7,49,No,Yes,delhi,delhi,9879172.0,Tier 1
QD's Restaurant,New Delhi,"Chinese, North Indian, Fast Food, Italian",800,2,3.9,2724,Yes,No,delhi,delhi,9879172.0,Tier 1
SuperHero Cafe,New Delhi,"Cafe, Chinese, Italian",550,2,3.8,541,Yes,No,delhi,delhi,9879172.0,Tier 1
Suresh Fast Food,New Delhi,"North Indian, Chinese",250,1,3.7,91,No,No,delhi,delhi,9879172.0,Tier 1
Wood Box Cafe,New Delhi,"Cafe, Fast Food, Italian, Chinese",650,2,3.8,1970,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Best Biryani,New Delhi,Mughlai,400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Derawal Soda Fountain,New Delhi,Beverages,100,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Eat & Gulp,New Delhi,"Fast Food, Italian",300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
L.N Live Kitchen,New Delhi,"Chinese, Fast Food",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Papa Buns,New Delhi,Cafe,250,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Preet Fast Foods,New Delhi,Street Food,50,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Sikkim Chinese Food,New Delhi,Chinese,350,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Tawa King,New Delhi,North Indian,350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
The Pork Shop,New Delhi,Chinese,400,1,0.0,3,Yes,No,delhi,delhi,9879172.0,Tier 1
TiffinToons,New Delhi,"North Indian, South Indian",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Vaishno Rasoi,New Delhi,North Indian,350,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Sagar Ratna,New Delhi,"South Indian, North Indian, Chinese",600,2,2.4,147,Yes,No,delhi,delhi,9879172.0,Tier 1
Slice of Italy,New Delhi,"Italian, Pizza, Bakery",700,2,2.4,148,Yes,No,delhi,delhi,9879172.0,Tier 1
Bakar The Cafe,New Delhi,Cafe,400,1,4.1,111,No,No,delhi,delhi,9879172.0,Tier 1
Indus Flavour,New Delhi,"North Indian, Chinese, Cafe",700,2,4.1,1384,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Raw Creams,New Delhi,"Ice Cream, Desserts, Beverages",250,1,4.3,156,Yes,No,delhi,delhi,9879172.0,Tier 1
Ricos,New Delhi,"Cafe, Mexican, American, Italian, Lebanese, Continental",900,2,4.3,4085,No,No,delhi,delhi,9879172.0,Tier 1
The Hudson Cafe,New Delhi,"Cafe, Italian, Continental, Chinese",850,2,4.4,1537,Yes,No,delhi,delhi,9879172.0,Tier 1
YOLO 21,New Delhi,"Cafe, Italian, Continental",700,2,4.2,1526,No,Yes,delhi,delhi,9879172.0,Tier 1
Assam Food Stall,New Delhi,"Assamese, Chinese",400,1,2.8,45,No,No,delhi,delhi,9879172.0,Tier 1
Darbar E Awadh,New Delhi,"North Indian, Mughlai",750,2,3.2,26,No,No,delhi,delhi,9879172.0,Tier 1
Hotel Tamil Nadu,New Delhi,South Indian,350,1,3.1,13,No,No,delhi,delhi,9879172.0,Tier 1
Incrivel Goa,New Delhi,Goan,700,2,2.5,29,Yes,No,delhi,delhi,9879172.0,Tier 1
Lakshadweep,New Delhi,"North Indian, Chinese, South Indian",200,1,2.8,11,No,No,delhi,delhi,9879172.0,Tier 1
Odisha,New Delhi,Oriya,450,1,3.1,52,No,No,delhi,delhi,9879172.0,Tier 1
Rajasthan Food Stall No. 1,New Delhi,"Rajasthani, North Indian",400,1,3.4,69,No,No,delhi,delhi,9879172.0,Tier 1
Shillong View,New Delhi,Chinese,350,1,3.0,36,No,No,delhi,delhi,9879172.0,Tier 1
Wazwan,New Delhi,Kashmiri,700,2,3.1,44,No,No,delhi,delhi,9879172.0,Tier 1
Zayaka,New Delhi,"Chinese, North Indian, Fast Food",450,1,2.8,8,No,No,delhi,delhi,9879172.0,Tier 1
Bihar ki Rasoi,New Delhi,Bihari,500,2,3.5,28,No,No,delhi,delhi,9879172.0,Tier 1
Bijoli Grill,New Delhi,"Bengali, North Indian, Chinese",800,2,3.7,182,No,No,delhi,delhi,9879172.0,Tier 1
Maharashtra Food Stall,New Delhi,Maharashtrian,350,1,3.6,93,No,No,delhi,delhi,9879172.0,Tier 1
Manipur Food Stall,New Delhi,"Chinese, Fast Food",450,1,3.6,72,No,No,delhi,delhi,9879172.0,Tier 1
Momo Mia,New Delhi,Chinese,400,1,3.8,152,No,No,delhi,delhi,9879172.0,Tier 1
Mother Dairy Ice Cream,New Delhi,"Desserts, Ice Cream, North Indian",250,1,3.5,19,No,No,delhi,delhi,9879172.0,Tier 1
Nagaland,New Delhi,"Chinese, Naga",800,2,3.7,143,No,Yes,delhi,delhi,9879172.0,Tier 1
Navdanya Organic Food Cafe,New Delhi,North Indian,450,1,3.5,24,No,No,delhi,delhi,9879172.0,Tier 1
Tashi Delek Food Stall,New Delhi,"Chinese, Tibetan",400,1,3.5,30,No,No,delhi,delhi,9879172.0,Tier 1
Punjabi Rasoi,New Delhi,North Indian,700,2,2.3,30,No,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Bikaner Sweets,New Delhi,"Mithai, Street Food",350,1,3.0,9,No,No,delhi,delhi,9879172.0,Tier 1
Angels Kitchen,New Delhi,"North Indian, Mughlai, Chinese",500,2,3.2,10,No,No,delhi,delhi,9879172.0,Tier 1
Bedi's Kabab Corner,New Delhi,"Mughlai, North Indian",500,2,3.2,15,No,No,delhi,delhi,9879172.0,Tier 1
